Цена;Минут до метро;Количество комнат;Площадь;Площадь спален;Площадь кухни;Номер этажа;Количество этажей;Округ_Восточный административный округ;Округ_Западный административный округ;Округ_Новомосковский административный округ;Округ_Северный административный округ;Округ_Северо-Восточный административный округ;Округ_Северо-Западный административный округ;Округ_Центральный административный округ;Округ_Юго-Восточный административный округ;Округ_Юго-Западный административный округ;Округ_Южный административный округ;Ремонт_Без ремонта;Ремонт_Дизайнерский;Ремонт_Европейский;Ремонт_Косметический
8700000;7;0;30;17;9;3;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10799000;18;2;47;21;11;3;16;0;0;1;0;0;0;0;0;0;0;1;0;0;0
20200660;14;1;38;10;18;6;20;0;0;0;0;0;0;0;0;0;1;0;0;1;0
3900000;10;0;10;7;7;1;9;0;0;0;0;0;1;0;0;0;0;0;0;0;1
24286694;5;1;37;13;14;18;41;0;0;0;0;0;0;1;0;0;0;0;0;1;0
4490000;7;0;16;5;8;2;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0
94000000;19;4;142;74;34;13;14;0;0;0;0;0;0;0;0;0;1;0;1;0;0
8800000;6;0;15;9;7;1;6;0;0;0;0;0;0;1;0;0;0;0;0;0;1
367742970;15;5;250;163;20;2;10;0;0;0;0;0;0;1;0;0;0;1;0;0;0
31000000;26;4;100;69;8;3;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0
5477383;18;6;19;9;5;9;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1
18500000;25;3;68;43;10;24;26;0;0;0;0;0;1;0;0;0;0;0;0;1;0
57000000;10;2;82;56;14;4;14;0;0;0;0;0;0;1;0;0;0;1;0;0;0
13806878;15;4;62;32;16;8;15;0;0;1;0;0;0;0;0;0;0;0;0;0;1
105000000;5;4;126;65;17;12;13;0;0;0;0;0;0;1;0;0;0;0;0;1;0
27000000;6;1;42;20;20;6;24;0;0;0;1;0;0;0;0;0;0;0;0;1;0
11600000;12;2;54;30;10;5;15;0;0;1;0;0;0;0;0;0;0;1;0;0;0
74500000;5;5;180;25;21;9;19;0;0;0;1;0;0;0;0;0;0;0;1;0;0
25400000;8;3;77;50;10;5;10;0;0;0;0;0;1;0;0;0;0;0;1;0;0
24500000;18;2;61;13;11;6;13;0;0;0;0;0;0;0;0;0;1;0;0;1;0
49571000;1;1;52;16;31;2;9;0;0;0;0;0;0;1;0;0;0;1;0;0;0
16000000;15;1;36;17;12;2;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0
24000000;10;3;70;42;9;7;12;0;1;0;0;0;0;0;0;0;0;0;0;1;0
12800000;10;2;53;32;9;8;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0
65000000;12;3;96;63;11;9;11;0;0;0;0;0;0;1;0;0;0;0;0;1;0
250000000;6;4;185;15;21;5;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0
250000000;6;4;185;15;21;5;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0
70629469;6;5;126;75;21;13;28;0;1;0;0;0;0;0;0;0;0;1;0;0;0
21000000;4;0;38;28;9;4;15;0;0;0;0;1;0;0;0;0;0;0;1;0;0
32000000;14;2;50;24;13;4;8;0;0;0;0;0;0;0;0;0;1;0;0;1;0
11000000;30;1;50;19;15;11;12;0;0;1;0;0;0;0;0;0;0;1;0;0;0
221000000;24;4;170;83;43;6;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0
210000000;19;5;510;260;20;14;16;0;1;0;0;0;0;0;0;0;0;0;1;0;0
11500000;20;1;41;21;8;9;12;0;0;0;0;1;0;0;0;0;0;0;1;0;0
17400000;12;1;33;22;8;8;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0
32500000;8;2;56;10;11;8;16;0;0;0;0;0;0;1;0;0;0;0;1;0;0
22950000;16;3;87;56;9;17;19;0;1;0;0;0;0;0;0;0;0;0;0;0;1
30900000;4;2;80;37;22;21;24;0;0;0;1;0;0;0;0;0;0;0;1;0;0
16500000;11;0;32;18;9;13;17;0;0;0;0;0;1;0;0;0;0;0;0;1;0
21500000;16;3;66;43;9;12;14;0;0;0;0;0;0;0;0;1;0;1;0;0;0
341000000;7;6;227;40;25;3;12;0;0;0;0;0;0;1;0;0;0;1;0;0;0
89133670;11;2;75;50;10;5;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
34000000;10;3;76;45;15;6;12;1;0;0;0;0;0;0;0;0;0;1;0;0;0
8534309;17;1;37;12;11;7;15;0;0;1;0;0;0;0;0;0;0;0;0;0;1
12450000;9;2;53;24;11;9;15;0;0;1;0;0;0;0;0;0;0;0;0;0;1
370000000;10;4;233;119;25;4;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0
150794075;9;4;137;80;12;11;8;0;1;0;0;0;0;0;0;0;0;0;1;0;0
76000000;17;4;139;80;17;17;24;0;0;0;0;0;0;1;0;0;0;1;0;0;0
21500000;11;2;52;33;9;10;17;0;0;0;0;0;0;0;0;1;0;0;1;0;0
12000000;13;1;36;20;9;12;12;0;0;0;0;1;0;0;0;0;0;0;0;0;1
29000000;10;3;76;47;10;16;17;0;1;0;0;0;0;0;0;0;0;0;0;0;1
16500000;14;3;75;45;10;3;17;0;0;0;0;0;0;0;0;0;1;0;0;0;1
30150000;12;3;70;50;7;2;5;1;0;0;0;0;0;0;0;0;0;0;1;0;0
14000000;3;3;49;34;10;6;9;0;0;0;0;1;0;0;0;0;0;0;0;1;0
9100000;12;1;37;20;10;4;22;0;0;0;0;0;0;0;1;0;0;1;0;0;0
22900000;11;3;76;40;10;12;17;0;0;0;1;0;0;0;0;0;0;0;0;1;0
14890000;19;2;40;28;9;3;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0
11150000;15;1;38;20;9;8;16;0;0;0;0;0;0;0;0;0;1;0;1;0;0
23500000;12;1;40;15;18;49;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0
69500000;13;3;106;60;13;9;22;0;0;0;0;0;0;0;0;1;0;0;1;0;0
16300000;11;3;71;46;8;1;19;0;0;0;1;0;0;0;0;0;0;0;0;0;1
11500000;10;2;46;31;10;13;14;0;0;0;0;1;0;0;0;0;0;1;0;0;0
11500000;12;1;34;19;9;10;16;0;0;0;0;0;0;1;0;0;0;0;0;0;1
20000000;17;2;58;28;9;2;24;0;1;0;0;0;0;0;0;0;0;1;0;0;0
34075378;6;2;48;15;13;3;18;0;0;0;0;0;1;0;0;0;0;0;0;1;0
4100000;16;0;16;10;8;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1
11000000;15;1;41;18;10;9;25;0;0;0;1;0;0;0;0;0;0;0;0;0;1
5800000;17;0;21;18;8;1;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0
58000000;5;5;149;90;19;32;32;0;0;0;1;0;0;0;0;0;0;0;0;1;0
116028099;15;2;74;40;12;4;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
9990000;22;2;46;28;6;6;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1
12122000;8;1;43;22;11;31;32;1;0;0;0;0;0;0;0;0;0;0;0;0;1
3600000;12;0;14;12;2;1;9;0;0;0;0;1;0;0;0;0;0;1;0;0;0
8400000;8;6;22;17;8;12;32;0;0;0;1;0;0;0;0;0;0;0;0;0;1
17800000;12;2;44;33;6;3;8;0;0;0;0;0;0;0;0;1;0;0;0;1;0
50000000;13;4;153;110;10;3;22;0;0;0;0;0;0;0;0;0;1;1;0;0;0
9450000;25;1;40;22;18;15;25;0;0;1;0;0;0;0;0;0;0;0;0;0;1
33842369;11;5;164;48;37;2;16;0;0;1;0;0;0;0;0;0;0;0;0;1;0
19900000;18;2;55;30;10;2;18;0;0;0;0;0;1;0;0;0;0;0;0;0;1
29900000;8;3;86;53;10;7;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0
9120000;16;1;36;20;8;5;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1
15600000;9;1;42;12;16;15;23;0;0;0;0;0;0;0;0;1;0;0;0;1;0
225000000;7;6;331;169;34;8;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0
18100000;6;3;64;43;11;3;5;0;0;0;0;1;0;0;0;0;0;0;0;1;0
18000000;7;2;53;32;8;2;10;0;0;0;0;0;0;0;0;0;1;0;0;0;1
21000000;11;2;52;35;11;28;30;0;1;0;0;0;0;0;0;0;0;1;0;0;0
14600000;12;2;54;35;9;10;19;0;0;0;0;0;0;0;1;0;0;0;0;1;0
8130940;14;0;27;24;8;8;9;0;0;0;0;0;0;0;1;0;0;0;0;1;0
16900000;7;2;52;30;11;21;22;0;0;0;0;0;1;0;0;0;0;0;1;0;0
9350000;37;1;36;17;9;3;4;0;0;0;0;0;0;0;0;1;0;0;0;1;0
10370000;33;1;44;24;12;24;24;0;0;1;0;0;0;0;0;0;0;0;0;0;1
50000000;9;3;109;73;13;15;23;0;1;0;0;0;0;0;0;0;0;0;0;1;0
8723765;9;6;27;19;3;9;10;0;0;0;1;0;0;0;0;0;0;0;0;0;1
10500000;10;2;42;27;5;4;5;0;0;0;0;0;0;0;1;0;0;0;0;0;1
11999000;17;0;19;10;3;16;39;1;0;0;0;0;0;0;0;0;0;0;1;0;0
32034090;6;5;138;55;33;2;12;0;0;1;0;0;0;0;0;0;0;0;0;1;0
13550000;16;1;34;19;9;6;12;0;0;0;0;0;0;0;0;1;0;0;0;0;1
26800000;21;2;63;35;14;19;27;0;1;0;0;0;0;0;0;0;0;0;0;1;0
14760000;13;1;43;23;11;7;12;0;0;0;0;0;0;0;0;0;1;0;0;0;1
16500000;11;1;39;19;8;9;17;0;1;0;0;0;0;0;0;0;0;0;0;0;1
22500000;14;3;80;51;13;4;17;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10900000;20;0;29;17;9;9;30;0;1;0;0;0;0;0;0;0;0;1;0;0;0
14000000;10;1;42;17;12;7;28;0;0;0;0;0;0;0;1;0;0;1;0;0;0
59000000;5;0;71;38;12;5;6;0;0;0;0;0;0;1;0;0;0;1;0;0;0
11000000;22;1;35;19;8;12;12;0;0;0;0;0;0;0;1;0;0;0;0;0;1
10650000;11;1;37;20;8;10;16;0;0;0;0;0;0;0;0;0;1;0;0;0;1
12750000;6;0;53;26;9;19;22;0;1;0;0;0;0;0;0;0;0;1;0;0;0
12750000;6;0;53;26;9;19;22;0;1;0;0;0;0;0;0;0;0;1;0;0;0
16200000;12;1;38;18;8;14;22;0;1;0;0;0;0;0;0;0;0;0;0;1;0
43000000;19;4;116;52;30;14;22;0;0;0;0;0;1;0;0;0;0;0;1;0;0
41212000;18;2;67;36;12;9;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0
13800000;16;3;56;37;6;4;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1
26500000;18;3;70;50;15;9;17;0;0;0;0;0;0;0;1;0;0;0;0;1;0
7600000;7;0;24;14;8;1;6;0;0;0;0;0;0;0;1;0;0;0;0;0;1
15000000;28;1;33;23;5;6;7;0;0;0;1;0;0;0;0;0;0;0;0;1;0
25300000;5;2;57;34;9;5;8;0;0;0;0;0;0;1;0;0;0;0;0;1;0
65000000;9;4;200;160;15;28;30;0;0;0;0;0;0;0;0;1;0;0;1;0;0
12900000;13;3;62;39;10;4;17;0;0;1;0;0;0;0;0;0;0;1;0;0;0
12900000;13;3;62;39;10;4;17;0;0;1;0;0;0;0;0;0;0;1;0;0;0
163000000;7;4;158;82;19;12;21;0;0;0;0;0;0;1;0;0;0;0;1;0;0
9000000;21;2;39;21;5;1;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0
109000000;6;5;216;152;25;3;17;0;0;0;0;0;0;1;0;0;0;0;1;0;0
29400000;21;3;74;43;11;8;19;0;0;0;0;1;0;0;0;0;0;0;0;1;0
205470000;10;4;152;54;19;10;15;0;0;0;0;0;0;1;0;0;0;1;0;0;0
9500000;5;1;39;21;8;5;12;0;0;0;0;1;0;0;0;0;0;1;0;0;0
25125120;13;2;56;23;18;16;21;0;0;0;0;0;1;0;0;0;0;0;0;1;0
27900000;11;1;45;17;15;6;24;0;0;0;1;0;0;0;0;0;0;0;0;1;0
250500000;7;4;139;72;18;19;21;0;0;0;0;0;0;1;0;0;0;0;0;1;0
16500000;26;1;47;17;10;10;14;1;0;0;0;0;0;0;0;0;0;0;0;1;0
29500000;11;0;71;31;21;12;25;0;1;0;0;0;0;0;0;0;0;1;0;0;0
22500000;13;2;76;41;15;9;25;0;0;0;0;0;1;0;0;0;0;0;0;1;0
13450000;21;0;27;18;5;4;24;0;0;0;0;0;1;0;0;0;0;0;1;0;0
28000000;5;1;40;18;8;6;8;0;0;0;0;0;0;1;0;0;0;0;0;1;0
85000000;12;4;133;69;17;21;44;0;1;0;0;0;0;0;0;0;0;1;0;0;0
78500000;12;4;103;41;32;11;36;0;0;0;0;0;0;1;0;0;0;0;1;0;0
330000000;15;5;201;104;23;5;11;0;0;0;0;0;0;1;0;0;0;0;1;0;0
10000000;9;1;35;20;9;7;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1
25700000;9;3;78;43;12;4;17;0;0;0;1;0;0;0;0;0;0;0;0;0;1
49800000;14;4;106;72;12;5;20;0;0;0;0;0;0;0;0;1;0;0;1;0;0
16648258;8;3;74;42;12;2;15;0;0;0;0;0;0;0;0;1;0;0;0;0;1
16000000;21;1;37;20;10;9;22;0;0;0;0;0;1;0;0;0;0;0;0;1;0
11890000;15;1;40;20;10;2;37;1;0;0;0;0;0;0;0;0;0;0;1;0;0
12500000;10;2;44;29;6;5;5;0;0;0;0;0;1;0;0;0;0;0;0;1;0
37942000;18;2;61;33;11;9;16;0;0;0;0;0;0;0;0;0;1;0;0;1;0
10135683;17;1;34;10;15;29;62;0;0;0;0;1;0;0;0;0;0;0;0;0;1
7199000;4;0;16;10;8;1;8;0;0;0;0;0;0;1;0;0;0;1;0;0;0
242970000;3;5;289;20;30;9;10;0;0;0;0;0;0;1;0;0;0;1;0;0;0
242970000;3;5;289;20;30;9;10;0;0;0;0;0;0;1;0;0;0;1;0;0;0
97580000;1;2;57;25;11;7;9;0;0;0;0;0;0;1;0;0;0;0;1;0;0
49000000;8;1;51;38;8;31;67;0;0;0;0;0;0;1;0;0;0;1;0;0;0
11950000;15;1;40;20;9;12;16;0;0;0;0;0;1;0;0;0;0;0;0;1;0
14250000;4;2;54;32;9;11;14;0;0;0;0;0;0;0;0;1;0;0;0;1;0
27000000;12;3;68;42;26;30;47;0;0;0;0;1;0;0;0;0;0;0;0;1;0
21500000;12;2;52;31;8;10;10;0;0;0;0;0;0;1;0;0;0;0;0;0;1
75000000;2;4;145;100;20;2;8;0;0;0;0;0;0;1;0;0;0;0;0;1;0
8734352;17;2;40;15;14;7;15;0;0;1;0;0;0;0;0;0;0;0;0;0;1
15800000;8;2;55;33;9;14;17;0;0;0;0;0;1;0;0;0;0;0;0;1;0
36000000;7;3;92;48;20;5;17;0;0;0;0;1;0;0;0;0;0;1;0;0;0
36000000;7;3;92;48;20;5;17;0;0;0;0;1;0;0;0;0;0;1;0;0;0
12004469;5;2;46;10;23;6;25;0;0;0;0;0;1;0;0;0;0;0;0;0;1
8600000;11;0;23;14;8;1;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0
8600000;11;0;23;14;8;1;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0
16200000;14;1;44;17;16;2;20;0;0;0;0;0;0;0;0;0;1;1;0;0;0
87000000;4;5;127;66;17;10;14;0;1;0;0;0;0;0;0;0;0;0;1;0;0
36999000;12;3;70;30;25;8;25;0;0;0;1;0;0;0;0;0;0;0;1;0;0
47500000;11;1;49;27;10;7;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0
13500000;6;1;37;19;8;9;17;0;1;0;0;0;0;0;0;0;0;0;0;1;0
10890000;15;1;39;21;10;21;22;0;0;0;0;0;0;0;0;0;1;0;0;1;0
78500000;12;0;110;60;11;11;12;0;0;0;0;0;0;1;0;0;0;1;0;0;0
78500000;12;0;110;60;11;11;12;0;0;0;0;0;0;1;0;0;0;1;0;0;0
69000000;9;4;162;63;20;18;23;0;0;0;1;0;0;0;0;0;0;0;0;1;0
11000000;20;0;25;11;6;4;30;0;1;0;0;0;0;0;0;0;0;1;0;0;0
9500000;3;0;19;15;2;1;8;0;0;0;0;0;0;1;0;0;0;0;0;1;0
42000000;14;2;128;67;17;18;58;0;0;0;0;1;0;0;0;0;0;0;0;1;0
6627660;13;6;24;13;8;3;15;0;1;0;0;0;0;0;0;0;0;0;0;0;1
19950000;15;4;77;59;8;3;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0
69000000;4;5;136;100;20;4;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0
69000000;4;5;136;100;20;4;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0
15000000;5;2;53;32;9;5;16;0;0;0;0;0;0;0;0;0;1;0;1;0;0
400000000;13;5;330;135;25;11;13;0;0;0;0;0;0;1;0;0;0;0;1;0;0
12500000;10;3;58;41;6;2;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1
31727850;8;1;46;25;10;13;13;0;0;0;0;0;0;1;0;0;0;0;0;1;0
10500000;12;1;41;20;9;10;12;0;0;0;0;0;0;0;0;0;1;0;0;0;1
289000000;5;2;119;6;16;4;12;0;0;0;0;0;0;1;0;0;0;0;1;0;0
15200000;12;3;59;44;6;5;9;0;1;0;0;0;0;0;0;0;0;0;0;1;0
60000000;10;4;116;77;15;4;9;0;0;0;0;0;0;1;0;0;0;0;0;1;0
18000000;13;1;41;18;9;9;14;0;0;0;0;1;0;0;0;0;0;0;1;0;0
149000000;6;5;195;100;10;3;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
145000000;5;4;170;125;18;2;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
10800000;12;1;41;20;11;9;33;0;0;0;0;0;0;0;0;1;0;0;0;0;1
15200000;3;3;56;38;7;8;9;0;0;0;0;0;1;0;0;0;0;0;0;0;1
20100000;13;2;52;31;10;8;11;0;1;0;0;0;0;0;0;0;0;0;0;0;1
11500000;6;1;38;11;15;1;15;0;0;1;0;0;0;0;0;0;0;0;0;1;0
28000000;12;1;42;23;10;13;42;0;0;0;1;0;0;0;0;0;0;1;0;0;0
52100000;13;2;66;30;11;4;7;0;0;0;0;0;0;1;0;0;0;1;0;0;0
85000000;12;4;130;67;17;21;39;0;1;0;0;0;0;0;0;0;0;0;1;0;0
22800000;15;3;74;44;8;15;17;0;1;0;0;0;0;0;0;0;0;0;0;0;1
10600000;10;2;45;30;8;10;12;0;0;0;0;0;0;0;0;0;1;1;0;0;0
14400000;13;1;34;23;8;5;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
9800000;18;1;35;10;10;3;12;0;0;0;0;0;0;0;0;0;1;0;1;0;0
10900000;14;1;36;11;17;5;16;0;0;1;0;0;0;0;0;0;0;0;0;1;0
18500000;16;2;38;25;6;17;24;0;0;0;0;0;0;0;0;0;1;0;0;0;1
27000000;23;1;38;19;10;3;25;0;1;0;0;0;0;0;0;0;0;0;1;0;0
99000000;5;6;207;20;23;2;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1
99000000;5;6;207;20;23;2;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1
18670000;10;1;36;20;9;14;28;0;0;0;0;1;0;0;0;0;0;0;0;1;0
35351280;11;3;88;47;14;24;25;0;0;0;0;0;0;1;0;0;0;0;0;1;0
14900000;13;3;58;39;6;8;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1
165000000;11;4;182;142;25;6;10;0;0;0;0;0;0;1;0;0;0;1;0;0;0
97307500;7;2;65;38;11;3;9;0;0;0;0;0;0;1;0;0;0;0;1;0;0
10800000;11;1;39;20;8;3;13;0;0;0;0;0;0;0;0;0;1;0;0;1;0
15560203;15;1;29;14;9;5;26;0;0;0;0;0;0;0;0;0;1;0;0;0;1
17600000;15;3;75;46;10;10;16;0;0;0;0;0;0;0;0;1;0;0;0;1;0
280000000;15;6;388;198;38;11;17;0;1;0;0;0;0;0;0;0;0;0;1;0;0
17200000;9;3;61;43;6;6;12;0;0;0;0;0;0;0;0;0;1;0;0;0;1
10500000;26;1;42;23;8;23;24;1;0;0;0;0;0;0;0;0;0;0;0;0;1
54000000;17;4;118;61;30;7;15;0;0;0;0;0;0;0;1;0;0;1;0;0;0
55000000;14;1;55;20;20;7;9;0;0;0;0;0;0;1;0;0;0;1;0;0;0
9500000;19;1;36;18;10;2;14;0;1;0;0;0;0;0;0;0;0;1;0;0;0
34990000;15;3;83;57;9;7;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1
119500000;15;3;100;52;25;15;21;0;0;0;0;0;0;1;0;0;0;0;1;0;0
5400000;18;0;22;13;8;1;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1
5400000;18;0;22;13;8;1;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1
14360000;24;1;42;11;27;15;25;1;0;0;0;0;0;0;0;0;0;0;1;0;0
155000000;6;5;195;123;13;3;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
17100000;23;2;57;29;8;22;22;0;0;0;0;1;0;0;0;0;0;0;1;0;0
37000000;18;4;124;86;14;2;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0
34990000;4;4;90;42;24;5;23;0;0;0;0;0;0;0;1;0;0;0;1;0;0
34900000;5;4;97;56;18;2;42;0;1;0;0;0;0;0;0;0;0;1;0;0;0
9850000;31;1;35;19;9;14;18;0;0;0;0;0;0;0;0;1;0;0;0;0;1
4900000;8;0;18;15;2;2;17;0;0;0;0;0;0;0;1;0;0;0;0;1;0
49705000;12;3;97;51;14;15;22;0;0;0;0;0;0;0;0;0;1;1;0;0;0
69000000;2;5;198;128;36;10;19;0;1;0;0;0;0;0;0;0;0;0;0;1;0
69000000;2;5;198;128;36;10;19;0;1;0;0;0;0;0;0;0;0;0;0;1;0
19500000;13;3;60;47;7;3;9;0;0;0;1;0;0;0;0;0;0;0;0;0;1
9700000;32;2;45;24;6;7;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1
16000000;15;2;69;38;18;1;12;0;0;1;0;0;0;0;0;0;0;0;1;0;0
34700000;12;2;97;53;12;20;23;0;0;0;0;0;0;0;0;1;0;1;0;0;0
26990000;23;2;46;25;5;16;25;0;1;0;0;0;0;0;0;0;0;1;0;0;0
38900000;20;3;73;28;26;16;30;0;0;0;0;0;1;0;0;0;0;0;1;0;0
18900000;9;2;50;36;6;5;7;0;0;0;0;1;0;0;0;0;0;1;0;0;0
4750000;5;0;19;15;2;5;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0
32900000;15;3;75;52;8;8;9;0;0;0;0;0;1;0;0;0;0;1;0;0;0
13600000;16;3;63;46;8;1;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1
87000000;7;5;154;100;19;3;28;0;1;0;0;0;0;0;0;0;0;1;0;0;0
5357495;13;6;19;9;5;2;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1
200000000;9;4;211;114;33;4;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0
12300000;9;1;41;26;10;2;23;0;0;0;0;0;0;0;0;1;0;1;0;0;0
38900000;10;3;98;49;19;7;25;0;1;0;0;0;0;0;0;0;0;1;0;0;0
30000000;23;1;46;23;12;4;25;0;1;0;0;0;0;0;0;0;0;0;0;1;0
16800000;15;1;45;13;19;2;14;0;0;0;0;0;0;0;0;0;1;1;0;0;0
19950000;12;3;58;40;5;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1
14300000;22;1;42;14;12;8;25;0;0;0;1;0;0;0;0;0;0;1;0;0;0
50000000;7;1;53;16;20;4;21;0;0;0;0;0;0;1;0;0;0;0;0;1;0
8000000;18;0;25;15;5;2;18;0;0;0;0;1;0;0;0;0;0;0;0;1;0
75000000;5;4;180;65;21;9;19;0;0;0;1;0;0;0;0;0;0;0;0;1;0
81700000;46;5;152;79;19;2;4;0;0;0;0;0;1;0;0;0;0;0;0;1;0
20000000;13;3;65;44;9;1;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1
11900000;8;0;14;10;2;1;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0
12000000;13;2;50;40;8;8;14;0;0;0;0;0;1;0;0;0;0;1;0;0;0
8350000;24;1;34;13;10;10;25;0;0;1;0;0;0;0;0;0;0;0;0;0;1
35500000;6;3;80;51;8;4;9;0;0;0;1;0;0;0;0;0;0;0;0;1;0
75000000;17;4;140;90;17;17;24;0;0;0;0;0;0;1;0;0;0;1;0;0;0
12500000;13;1;38;20;8;8;14;0;0;0;0;0;1;0;0;0;0;0;0;0;1
18490000;6;3;54;35;11;3;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1
17650000;16;3;61;34;12;4;22;0;0;0;1;0;0;0;0;0;0;1;0;0;0
45000000;26;3;75;21;12;13;26;0;1;0;0;0;0;0;0;0;0;1;0;0;0
62046000;1;2;76;44;14;4;20;0;0;0;0;0;0;1;0;0;0;1;0;0;0
9600000;12;0;31;21;2;3;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0
56085000;21;4;115;60;16;3;15;0;0;0;0;0;0;0;0;0;1;1;0;0;0
18300000;5;2;47;27;7;12;16;0;0;0;0;1;0;0;0;0;0;1;0;0;0
8000000;9;0;14;7;3;2;10;0;1;0;0;0;0;0;0;0;0;0;1;0;0
99000000;8;4;133;112;22;7;7;0;0;0;0;0;0;1;0;0;0;0;0;1;0
12500000;5;1;39;16;8;20;22;0;0;0;0;1;0;0;0;0;0;0;1;0;0
15060000;10;2;57;32;11;8;24;0;0;0;0;0;0;0;0;0;1;0;0;0;1
13500000;15;3;57;41;6;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1
36714836;6;3;75;32;10;8;18;0;0;0;0;0;1;0;0;0;0;0;0;1;0
90000000;17;4;148;77;18;16;17;0;0;0;0;0;0;0;0;1;0;0;1;0;0
20500000;4;3;80;53;8;2;8;0;0;0;0;0;0;0;0;0;1;0;0;1;0
142000000;9;4;189;105;26;2;10;0;0;0;0;0;0;1;0;0;0;0;1;0;0
29000000;17;3;77;47;10;3;14;0;1;0;0;0;0;0;0;0;0;0;0;0;1
15400000;5;0;53;29;8;11;15;0;1;0;0;0;0;0;0;0;0;1;0;0;0
15400000;5;0;53;29;8;11;15;0;1;0;0;0;0;0;0;0;0;1;0;0;0
250000000;5;5;282;20;30;2;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
250000000;5;5;282;20;30;2;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
17350000;21;3;73;48;8;3;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1
8090000;12;1;29;18;9;4;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0
45000000;6;4;86;57;8;5;9;0;0;0;0;0;0;1;0;0;0;0;0;0;1
24990000;22;3;86;49;11;5;22;0;1;0;0;0;0;0;0;0;0;0;0;1;0
150000000;9;4;180;103;18;33;57;0;0;0;1;0;0;0;0;0;0;0;1;0;0
36021487;3;2;63;34;11;6;41;0;0;0;0;0;0;1;0;0;0;0;0;1;0
47933200;8;4;100;48;16;30;51;0;0;0;0;0;0;1;0;0;0;1;0;0;0
13500000;25;1;45;17;10;9;11;0;0;1;0;0;0;0;0;0;0;0;0;0;1
85000000;20;4;168;87;20;10;31;0;1;0;0;0;0;0;0;0;0;0;0;1;0
189000000;3;4;175;90;21;40;60;0;0;0;0;0;0;1;0;0;0;0;1;0;0
11800000;17;1;37;18;11;7;20;0;0;0;0;0;0;0;0;0;1;0;0;0;1
20900000;14;3;59;32;6;9;9;0;0;0;0;0;0;0;0;0;1;0;0;1;0
30000000;3;2;66;27;28;28;58;0;0;0;0;1;0;0;0;0;0;1;0;0;0
30000000;3;2;86;40;18;21;25;0;0;0;0;0;0;0;0;0;1;0;0;1;0
